MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Neighborhood,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Building Classification,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Total Units,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Year Built,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Full Market Value,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
1-01894-0031,"390 RIVERSIDE DRIVE
New York, NY
(40.805687403753, -73.967579626352)",1,10025,40.805442,-73.967418,9,7,199,"1,057,323","1,018,940,031",Morningside Heights                                                        ,UPPER WEST SIDE (96-116),D4-ELEVATOR,108,"1,924","157,300","3,455,881",21.97,"1,266,265",8.05,"2,189,616","16,038,000",101.96,1-01876-0001,"900 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (96-116),D3-ELEVATOR,128,"1,927","172,176","3,561,865",20.69,"1,488,206",8.64,"2,073,659","15,233,000",88.47,0.37,1-01891-0026,"915 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (96-116),D3-ELEVATOR,94,"1,923","118,591","2,756,615",23.24,"884,289",7.46,"1,872,326","13,664,000",115.22,0.36,, , , , , , , , , , , , , , 
1-01409-0061,"120 75 STREET
New York, NY
(40.632570984579, -74.032574489828)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,38,"1,923","56,500","1,961,115",34.71,"384,200",6.8,"1,576,915","11,674,000",206.62,1-01409-0042,"192 75 STREET
New York, NY
(40.632130015803, -74.030723663133)",UPPER EAST SIDE (59-79),D6-ELEVATOR,43,"1,927","40,249","1,408,542",35,"315,371",7.84,"1,093,171","8,088,000",200.95,0.09,1-01407-0006,"113 72 STREET
New York, NY
(40.634873186177, -74.032537998403)",UPPER EAST SIDE (59-79),D6-ELEVATOR,25,"1,935","20,028","689,388",34.42,"115,329",5.76,"574,059","4,252,000",212.3,0.1,, , , , , , , , , , , , , , 
1-01226-0043,"126 96 STREET
New York, NY
(40.616342600895, -74.036521883872)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,29,"1,910","19,450","392,890",20.2,"117,867",6.06,"275,023","1,966,000",101.08,1-01226-0040,"110 96 STREET
New York, NY
(40.616281182707, -74.036697857332)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,"1,926","81,030","1,717,326",21.19,"635,687",7.85,"1,081,639","7,936,000",97.94,0,1-01851-0005,"143 96 STREET
New York, NY
(40.6164560004, -74.036369859683)",UPPER WEST SIDE (96-116),D3-ELEVATOR,92,"1,927","96,000","1,939,200",20.2,"872,640",9.09,"1,066,560","7,623,000",79.41,0.06,1-01242-0128,203 WEST 94 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1925,"22,800","447,028",19.61,"197,439",8.66,"249,589","1,788,000",78.42,0.13
1-00766-0023,"227 16 STREET
New York, NY
(40.664132631511, -73.98802547576)",1,,,,,,,,,,CHELSEA,C6-WALK-UP,51,"1,910","31,715","959,696",30.26,"341,888",10.78,"617,808","4,625,000",145.83,1-00765-0053,"216 16 STREET
New York, NY
(40.664049386167, -73.987987878321)",CHELSEA,C4-WALK-UP,30,"1,910","18,880","412,586",21.85,"194,417",10.3,"218,169","1,598,000",84.64,0.05,1-00766-0033,"213 16 STREET
New York, NY
(40.664229848222, -73.988226249401)",CHELSEA,C4-WALK-UP,12,"1,905","5,975","208,109",34.83,"72,835",12.19,"135,274","1,001,000",167.53,0,1-00766-0059,226 WEST 17 STREET,CHELSEA,C4-WALK-UP,20,1930,"9,545","288,826",30.26,"102,918",10.78,"185,908","1,392,000",145.84,0
1-00515-0004,"459 BROADWAY
New York, NY
(40.720737444865, -74.000728636352)",1,10013,40.720665,-74.000823,2,1,47,"1,003,018","1,002,310,030",SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,D4-ELEVATOR,13,"1,920","40,180","1,544,117",38.43,"358,807",8.93,"1,185,310","8,969,000",223.22,1-00469-0030,"223 2 AVENUE
New York, NY
(40.732140848196, -73.985125399143)",EAST VILLAGE,D9-ELEVATOR,75,"1,925","63,158","2,515,280",39.83,"730,891",11.57,"1,784,389","13,488,000",213.56,0.83,1-00927-0038,"320 22 STREET
New York, NY
(40.659113903277, -73.991295168789)",KIPS BAY,D9-ELEVATOR,94,"1,948","67,048","2,481,933",37.02,"421,819",6.29,"2,060,114","15,162,000",226.14,1.24,, , , , , , , , , , , , , , 
1-00638-0004,"433 WEST STREET
New York, NY
(40.735837061737, -74.009919707491)",1,10014,40.735593,-74.010064,2,3,75,"1,078,336","1,006,380,004",West Village                                                               ,GREENWICH VILLAGE-WEST,D0-ELEVATOR,34,"1,920","63,000","1,953,630",31.01,"511,560",8.12,"1,442,070","10,772,000",170.98,1-00634-0016,"110 BANK STREET
New York, NY
(40.736331688853, -74.007356639708)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,61,"1,957","42,258","1,231,473",29.14,"297,465",7.04,"934,008","7,009,000",165.86,0.08,1-00624-0041,"300 12 STREET
New York, NY
(40.667009101385, -73.987146843593)",GREENWICH VILLAGE-WEST,D9-ELEVATOR,54,"1,920","34,872","1,146,302",32.87,"320,534",9.19,"825,768","6,140,000",176.07,0.25,, , , , , , , , , , , , , , 
1-00624-0001,"771 GREENWICH STREET
New York, NY
(40.736745376986, -74.006538256661)",1,10014,40.73651,-74.006593,2,3,79,"1,011,368","1,006,240,001",West Village                                                               ,GREENWICH VILLAGE-WEST,D4-ELEVATOR,114,"1,968","90,450","3,308,661",36.58,"1,000,377",11.06,"2,308,284","17,008,000",188.04,1-00634-0047,"337 11 STREET
New York, NY
(40.667842287615, -73.98697747124)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,63,"1,965","53,500","2,347,640",43.88,"607,427",11.35,"1,740,213","13,106,000",244.97,0.08,1-00631-0001,"669 WASHINGTON STREET
New York, NY
(40.733687682087, -74.008516765125)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,"1,930","137,589","4,874,232",35.43,"1,410,011",10.25,"3,464,221","25,608,000",186.12,0.21,1-00619-0001,502 HUDSON STREET,GREENWICH VILLAGE-WEST,D8-ELEVATOR,57,1948,"37,721","1,379,788",36.58,"417,081",11.06,"962,707","7,093,000",188.04,0.23
1-00629-0041,"67 8 AVENUE
New York, NY
(40.739245492228, -74.002887009222)",1,10014,40.739206,-74.002977,2,3,77,"1,011,711","1,006,290,041",West Village                                                               ,GREENWICH VILLAGE-WEST,C6-WALK-UP,20,"1,910","10,105","428,452",42.4,"113,782",11.26,"314,670","2,374,000",234.93,1-00629-0042,"65 8 AVENUE
New York, NY
(40.739200526126, -74.002940968544)",GREENWICH VILLAGE-WEST,C7-WALK-UP,13,"1,905","6,220","383,117",61.59,"64,648",10.39,"318,469","2,362,000",379.74,0,1-00626-0032,"40 HORATIO STREET
New York, NY
(40.738750865112, -74.004847531246)",GREENWICH VILLAGE-WEST,C4-WALK-UP,40,"1,910","15,785","485,331",30.75,"180,263",11.42,"305,068","2,280,000",144.44,0.1,1-00626-0001,809 GREENWICH STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,27,1901,"15,250","646,661",42.4,"171,671",11.26,"474,990","3,584,000",235.02,0.14
1-01585-0007,"509 88 STREET
New York, NY
(40.620207415885, -74.02690944466)",1,,,,,,,,,,UPPER EAST SIDE (79-96),C6-WALK-UP,20,"1,910","8,825","298,020",33.77,"68,129",7.72,"229,891","1,706,000",193.31,1-01584-0044,"512 88 STREET
New York, NY
(40.620122756703, -74.02687220173)",UPPER EAST SIDE (79-96),C1-WALK-UP,20,"1,910","8,935","309,502",34.64,"78,844",8.82,"230,658","1,708,000",191.16,0.05,1-01584-0009,"511 87 STREET
New York, NY
(40.776510852138, -73.9463280869)",UPPER EAST SIDE (79-96),C1-WALK-UP,20,"1,910","9,060","297,969",32.89,"59,957",6.62,"238,012","1,770,000",195.36,0.05,, , , , , , , , , , , , , , 
1-01363-0026,"450 52 STREET
New York, NY
(40.64461608922, -74.012582832129)",1,,,,,,,,,,MIDTOWN EAST,D4-ELEVATOR,16,"1,927","65,142","2,005,722",30.79,"721,122",11.07,"1,284,600","9,600,000",147.37,1-01344-0033,"340 52 STREET
New York, NY
(40.64598933198, -74.014869844404)",MIDTOWN EAST,D7-ELEVATOR,67,"1,941","51,338","1,805,341",35.17,"670,122",13.05,"1,135,219","8,397,000",163.56,0.15,1-01343-0024,"891 1 AVENUE
New York, NY
(40.754129271813, -73.965960846699)",MIDTOWN EAST,D7-ELEVATOR,51,"1,940","50,000","1,539,326",30.79,"553,680",11.07,"985,646","7,366,000",147.32,0.16,1-01344-0036,330 EAST 52 STREET,MIDTOWN EAST,D9-ELEVATOR,41,1927,"28,570","952,282",33.33,"262,338",9.18,"689,944","5,126,000",179.42,0.15
1-02240-0037,"46 COOPER STREET
New York, NY
(40.8679294814, -73.923306002849)",1,10034,40.867946,-73.923289,12,10,295,"1,064,980","1,022,400,037",Marble Hill-Inwood                                                         ,INWOOD,D4-ELEVATOR,55,"1,925","62,263","841,796",13.52,"395,370",6.35,"446,426","2,955,000",47.46,1-02240-0006,"121 SEAMAN AVENUE
New York, NY
(40.868756857667, -73.923279023188)",INWOOD,D1-ELEVATOR,41,"1,932","36,793","559,622",15.21,"285,146",7.75,"274,476","1,886,000",51.26,0,1-02241-0014,"77 COOPER STREET
New York, NY
(40.868406122076, -73.922010979127)",INWOOD,D7-ELEVATOR,52,"1,936","50,583","683,884",13.52,"321,133",6.35,"362,751","2,401,000",47.47,0.05,1-02248-0024,139 PAYSON AVENUE,INWOOD,D1-ELEVATOR,61,1927,"61,584","856,577",13.91,"379,133",6.16,"477,444","3,145,000",51.07,0.13
1-00537-0001,"208 THOMPSON STREET
New York, NY
(40.728831343129, -73.999316700766)",1,10012,40.728841,-73.999311,2,1,65,"1,083,505","1,005,370,001",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,C6-WALK-UP,86,"1,909","44,249","1,957,576",44.24,"604,884",13.67,"1,352,692","10,185,000",230.17,1-00537-0037,"151 BLEECKER STREET
New York, NY
(40.728336716013, -73.999514551612)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,44,"1,900","26,892","1,183,085",43.99,"342,485",12.74,"840,600","6,330,000",235.39,0,1-00537-0008,"222 THOMPSON STREET
New York, NY
(40.72918207872, -73.999019924496)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,34,"1,900","18,360","813,374",44.3,"232,415",12.66,"580,959","4,374,000",238.24,0,1-00537-0012,230 THOMPSON STREET,GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,34,1900,"17,899","791,848",44.24,"244,759",13.67,"547,089","4,119,000",230.12,0
1-01408-0033,"1270 3 AVENUE
New York, NY
(40.77062283783, -73.959971361984)",1,10021,40.770533,-73.960049,8,4,128,"1,043,046","1,014,080,033",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,119,"1,958","177,975","5,631,129",31.64,"1,350,830",7.59,"4,280,299","31,931,000",179.41,1-01427-0028,"1393 2 AVENUE
New York, NY
(40.769273854786, -73.957992853519)",UPPER EAST SIDE (59-79),D6-ELEVATOR,149,"1,964","166,432","5,538,468",33.28,"1,246,428",7.49,"4,292,040","31,890,000",191.61,0.13,1-01424-0010,"219 69 STREET
New York, NY
(40.636396520941, -74.028079748202)",UPPER EAST SIDE (59-79),D3-ELEVATOR,145,"1,957","163,875","4,914,187",29.99,"1,259,445",7.69,"3,654,742","27,376,000",167.05,0.24,, , , , , , , , , , , , , , 
1-01431-0021,"1463 2 AVENUE
New York, NY
(40.771594105622, -73.956311121325)",1,10075,40.771536,-73.95638,8,4,134,"1,044,075","1,014,310,021",Lenox Hill-Roosevelt Island                                                ,UPPER EAST SIDE (59-79),D4-ELEVATOR,100,"1,959","80,080","2,724,322",34.02,"802,402",10.02,"1,921,920","14,248,000",177.92,1-01453-0021,"353 78 STREET
New York, NY
(40.628960395409, -74.027160515172)",UPPER EAST SIDE (59-79),D6-ELEVATOR,67,"1,986","53,662","1,890,012",35.22,"420,072",7.83,"1,469,940","10,871,000",202.58,0.17,1-01409-0021,"1033 LEXINGTON AVENUE
New York, NY
(40.771908868332, -73.961122494181)",UPPER EAST SIDE (59-79),D6-ELEVATOR,35,"1,923","71,189","2,336,130",32.82,"868,302",12.2,"1,467,828","10,916,000",153.34,0.15,, , , , , , , , , , , , , , 
1-01492-0011,"17 80 STREET
New York, NY
(40.630485102337, -74.038911799103)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,11,"1,920","20,615","712,661",34.57,"207,593",10.07,"505,068","3,740,000",181.42,1-01391-0002,"952 5 AVENUE
New York, NY
(40.775329430265, -73.964904228432)",UPPER EAST SIDE (59-79),D9-ELEVATOR,38,"1,923","41,287","1,605,662",38.89,"361,009",8.74,"1,244,653","9,415,000",228.04,0.21,1-01390-0009,"7 75 STREET
New York, NY
(40.633587245453, -74.036619171326)",UPPER EAST SIDE (59-79),D9-ELEVATOR,20,"1,910","13,580","469,477",34.57,"136,775",10.07,"332,702","2,464,000",181.44,0.26,1-01491-0041,66 EAST 80 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,18,1925,"12,648","408,228",32.28,"105,889",8.37,"302,339","2,251,000",177.97,0.1
1-02070-0039,"508 139 STREET
New York, NY
(40.821567783044, -73.950742045369)",1,,,,,,,,,,HARLEM-WEST,D4-ELEVATOR,42,"1,910","41,702","473,318",11.35,"248,961",5.97,"224,357","1,443,000",34.6,1-02002-0002,"583 RIVERSIDE DRIVE
New York, NY
(40.821344600283, -73.957183463693)",HARLEM-WEST,D1-ELEVATOR,70,"1,930","67,350","783,954",11.64,"446,531",6.63,"337,423","2,161,000",32.09,0.23,1-02026-0029,"2400 ADAM
New York, NY
(40.756053999992, -73.986951000288)",HARLEM-CENTRAL,D7-ELEVATOR,57,"1,905","58,569","672,372",11.48,"383,041",6.54,"289,331","1,397,000",23.85,0.49,1-02026-0041,208 WEST 141 STREET,HARLEM-CENTRAL,D1-ELEVATOR,24,1920,"25,410","165,395",6.51,"100,335",3.95,"65,060","349,000",13.73,0.49
1-01380-0039,"630 PARK AVENUE
New York, NY
(40.767160448017, -73.966833189067)",1,10065,40.767071,-73.96678,8,4,122,"1,041,137","1,013,800,039",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,37,"1,917","104,092","4,069,997",39.1,"1,115,866",10.72,"2,954,131","22,343,000",214.65,1-01379-0030,"47 64 STREET
New York, NY
(40.641033064985, -74.024793769845)",UPPER EAST SIDE (59-79),D9-ELEVATOR,40,"1,929","41,692","1,726,049",41.4,"587,023",14.08,"1,139,026","8,600,000",206.27,0.05,1-01398-0006,"103 63 STREET
New York, NY
(40.642311269898, -74.025427870612)",UPPER EAST SIDE (59-79),D7-ELEVATOR,37,"1,923","36,274","1,173,708",32.36,"221,664",6.11,"952,044","7,087,000",195.37,0.14,1-01381-0031,61 EAST 66 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,13,1900,"11,392","419,381",36.81,"100,766",8.85,"318,615","2,346,000",205.93,0.05
1-01491-0048,"40 80 STREET
New York, NY
(40.630224434419, -74.038097258038)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,43,"1,967","111,231","3,439,263",30.92,"1,217,979",10.95,"2,221,284","16,595,000",149.19,1-01491-0041,"66 80 STREET
New York, NY
(40.629646214185, -74.03706317754)",UPPER EAST SIDE (79-96),D7-ELEVATOR,18,"1,925","12,648","408,228",32.28,"105,889",8.37,"302,339","2,251,000",177.97,0,1-01508-0001,"903 PARK AVENUE
New York, NY
(40.775731914748, -73.960245477978)",UPPER EAST SIDE (79-96),D3-ELEVATOR,70,"1,913","113,281","3,348,491",29.56,"1,404,934",12.4,"1,943,557","14,572,000",128.64,0.1,, , , , , , , , , , , , , , 
1-01197-0061,"66 84 STREET
New York, NY
(40.784741846971, -73.972189769447)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,33,"1,900","20,350","702,686",34.53,"179,894",8.84,"522,792","3,872,000",190.27,1-01199-0001,"519 COLUMBUS AVENUE
New York, NY
(40.786019230972, -73.972516904293)",UPPER WEST SIDE (79-96),D7-ELEVATOR,38,"1,907","47,765","1,940,214",40.62,"659,635",13.81,"1,280,579","9,674,000",202.53,0.1,1-01228-0013,"2242 BROADWAY
New York, NY
(40.784670247928, -73.979225846631)",UPPER WEST SIDE (79-96),D6-ELEVATOR,49,"1,905","45,640","1,668,070",36.55,"530,568",11.63,"1,137,502","8,381,000",183.63,0.33,, , , , , , , , , , , , , , 
1-00528-0001,"182 HOUSTON STREET
New York, NY
(40.723297014824, -73.989460939161)",1,,,,,,,,,,GREENWICH VILLAGE-WEST,D4-ELEVATOR,115,"1,952","71,490","2,615,104",36.58,"790,679",11.06,"1,824,425","13,443,000",188.04,1-00506-0016,"30 CHARLTON STREET
New York, NY
(40.727057891887, -74.004897077844)",SOHO,D1-ELEVATOR,86,"1,920","44,256","1,643,414",37.13,"361,155",8.16,"1,282,259","9,435,000",213.19,0.15,1-00619-0001,"502 HUDSON STREET
New York, NY
(40.733354932936, -74.006340405815)",GREENWICH VILLAGE-WEST,D8-ELEVATOR,57,"1,948","37,721","1,379,788",36.58,"417,081",11.06,"962,707","7,093,000",188.04,0.33,1-00527-0027,10 DOWNING STREET,GREENWICH VILLAGE-WEST,D9-ELEVATOR,137,1940,"118,467","4,267,862",36.03,"1,411,316",11.91,"2,856,546","21,074,000",177.89,0.06
1-01386-0006,"3 71 STREET
New York, NY
(40.63657051115, -74.036489051562)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,50,"1,948","80,860","2,653,825",32.82,"986,492",12.2,"1,667,333","12,400,000",153.35,1-01385-0014,"17 70 STREET
New York, NY
(40.637719298798, -74.034830798671)",UPPER EAST SIDE (59-79),D5-ELEVATOR,14,"1,920","12,075","277,980",23.02,"72,374",5.99,"205,606","1,501,000",124.31,0.05,1-01406-0054,"993 LEXINGTON AVENUE
New York, NY
(40.770182170036, -73.962372551802)",UPPER EAST SIDE (59-79),D7-ELEVATOR,39,"1,914","73,396","3,048,279",41.53,"1,037,156",14.13,"2,011,123","15,183,000",206.86,0.28,1-01409-0021,1033 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,35,1923,"71,189","2,336,130",32.82,"868,302",12.2,"1,467,828","10,916,000",153.34,0.33
1-00890-0001,"7 PARK AVENUE
New York, NY
(40.747249458289, -73.981087443232)",1,10016,40.747243,-73.981208,6,2,72,"1,078,762","1,008,900,001",Murray Hill-Kips Bay                                                       ,MURRAY HILL,D4-ELEVATOR,243,"1,953","200,000","6,716,000",33.58,"2,360,000",11.8,"4,356,000","32,346,000",161.73,1-00889-0039,"166 34 STREET
New York, NY
(40.756053999992, -73.986951000288)",MURRAY HILL,D6-ELEVATOR,223,"1,975","182,767","8,251,095",45.15,"2,285,092",12.5,"5,966,003","44,891,000",245.62,0.11,1-00866-0035,"40 PARK AVENUE
New York, NY
(40.748580454892, -73.980394965269)",MURRAY HILL,D6-ELEVATOR,160,"1,950","153,398","5,085,102",33.15,"1,579,746",10.3,"3,505,356","26,051,000",169.83,0.14,1-00865-0024,35 EAST 35 STREET,MURRAY HILL,D6-ELEVATOR,135,1955,"132,955","4,016,575",30.21,"942,407",7.09,"3,074,168","23,017,000",173.12,0.11
1-01162-0016,"235 70 STREET
New York, NY
(40.635242152751, -74.028011031734)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,61,"1,965","44,975","1,275,041",28.35,"249,611",5.55,"1,025,430","7,375,000",163.98,1-01140-0037,"110 69 STREET
New York, NY
(40.637529361463, -74.031926554224)",UPPER WEST SIDE (59-79),D3-ELEVATOR,36,"1,924","30,159","793,070",26.3,"273,063",9.05,"520,007","3,707,000",122.92,0.15,1-01143-0020,"133 71 STREET
New York, NY
(40.635378987735, -74.031516142339)",UPPER WEST SIDE (59-79),D3-ELEVATOR,36,"1,928","30,712","887,166",28.89,"244,770",7.97,"642,396","4,823,000",157.04,0.18,1-01143-0027,113 WEST 71 STREET,UPPER WEST SIDE (59-79),D3-ELEVATOR,38,1913,"36,364","1,030,791",28.35,"201,995",5.55,"828,796","5,961,000",163.93,0.18
1-01209-0053,"50 96 STREET
New York, NY
(40.616050864509, -74.037357757786)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,61,"1,929","108,666","2,249,386",20.7,"756,315",6.96,"1,493,071","10,968,000",100.93,1-01226-0040,"110 96 STREET
New York, NY
(40.616281182707, -74.036697857332)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,"1,926","81,030","1,717,326",21.19,"635,687",7.85,"1,081,639","7,936,000",97.94,0.17,1-01851-0005,"143 96 STREET
New York, NY
(40.6164560004, -74.036369859683)",UPPER WEST SIDE (96-116),D3-ELEVATOR,92,"1,927","96,000","1,939,200",20.2,"872,640",9.09,"1,066,560","7,623,000",79.41,0.18,, , , , , , , , , , , , , , 
1-01576-0023,"2 END AVENUE
New York, NY
(40.563626211931, -74.178831044224)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,57,"1,910","147,991","4,596,600",31.06,"1,599,783",10.81,"2,996,817","22,383,000",151.25,1-01559-0033,"420 80 STREET
New York, NY
(40.626892037352, -74.026013480751)",UPPER EAST SIDE (79-96),D6-ELEVATOR,157,"1,961","137,238","4,261,263",31.05,"1,579,404",11.51,"2,681,859","20,032,000",145.97,0.14,1-01581-0030,"110 END AVENUE
New York, NY
(40.563432716158, -74.178758837325)",UPPER EAST SIDE (79-96),D9-ELEVATOR,146,"1,951","150,754","4,683,033",31.06,"1,522,482",10.1,"3,160,551","23,606,000",156.59,0.25,, , , , , , , , , , , , , , 
1-01373-0001,"40 RIVER ROAD
New York, NY
(40.765897846893, -73.946211723576)",1,10044,40.766042,-73.946355,8,5,"23,802","1,077,365","1,013,730,001",Lenox Hill-Roosevelt Island                                                ,UPPER EAST SIDE (59-79),D4-ELEVATOR,"8,488","1,975","5,026,701","134,866,388",26.83,"62,029,490",12.34,"72,836,898","526,430,000",104.73,1-01373-0030,"510 MAIN STREET
New York, NY
(40.756053999992, -73.986951000288)",UPPER EAST SIDE (59-79),D6-ELEVATOR,"1,017","1,969","804,200","27,307,055",33.96,"7,882,554",9.8,"19,424,501","86,550,000",107.62,0,1-01457-0017,"450 63 STREET
New York, NY
(40.638422741961, -74.01901979203)",UPPER EAST SIDE (59-79),D6-ELEVATOR,509,"1,950","723,578","15,790,169",21.82,"6,709,049",9.27,"9,081,120","66,533,000",91.95,0.5,, , , , , , , , , , , , , , 
1-00516-0026,"474 BROADWAY
New York, NY
(40.721295024523, -74.000251995676)",1,10013,40.721312,-74.000245,2,1,45,"1,007,012","1,004,730,007",SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,D0-ELEVATOR,20,"1,900","51,925","1,993,401",38.39,"512,500",9.87,"1,480,901","11,205,000",215.79,1-00469-0030,"223 2 AVENUE
New York, NY
(40.732140848196, -73.985125399143)",EAST VILLAGE,D9-ELEVATOR,75,"1,925","63,158","2,515,280",39.83,"730,891",11.57,"1,784,389","13,488,000",213.56,0.85,1-00350-0026,"19 CLINTON STREET
New York, NY
(40.720719458424, -73.984217083894)",LOWER EAST SIDE,D1-ELEVATOR,25,"2,005","36,000","1,329,829",36.94,"294,256",8.17,"1,035,573","7,623,000",211.75,0.92,, , , , , , , , , , , , , , 
1-02243-0210,"55 PARK TERRACE
New York, NY
(40.713779475103, -74.010325227376)",1,,,,,,,,,,INWOOD,D4-ELEVATOR,78,"1,939","87,400","1,075,894",12.31,"505,172",5.78,"570,722","3,617,000",41.38,1-02243-0030,"5009 BROADWAY
New York, NY
(40.869188532241, -73.917001755424)",INWOOD,D7-ELEVATOR,79,"1,929","83,766","1,043,298",12.45,"398,403",4.76,"644,895","3,014,000",35.98,0.13,1-02243-0045,"10 PARK TERRACE
New York, NY
(40.547492877915, -74.151368685596)",INWOOD,D1-ELEVATOR,72,"1,925","80,808","982,513",12.16,"548,522",6.79,"433,991","2,758,000",34.13,0.13,, , , , , , , , , , , , , , 
